id,tweet_text,Final Labeling,storyid,supporting,refuting,fact
61,"The Michigan report that a software issue changed 6,000 rep votes to dem votes in one county. This software was used in 47 mi counties and may have a state wide impact, and the same software was used in all the battleground states. That's why Biden won, when Trump should have won",irrelevant,story_408,There is no verified evidence of widespread voter fraud involving deceased individuals voting in the 2020 election. Claims that dead people voted for Biden have been repeatedly investigated and found unsubstantiated,"A significant number of deceased individuals voted for Joe Biden and Kamala Harris in the 2020 election, suggesting fraudulent activity.",The allegations of dead people voting in the 2020 U.S. election are baseless and unsupported by credible evidence.
62,"So many voters for supporting Biden, its a big honorable ??! Biden",irrelevant,story_408,There is no verified evidence of widespread voter fraud involving deceased individuals voting in the 2020 election. Claims that dead people voted for Biden have been repeatedly investigated and found unsubstantiated,"A significant number of deceased individuals voted for Joe Biden and Kamala Harris in the 2020 election, suggesting fraudulent activity.",The allegations of dead people voting in the 2020 U.S. election are baseless and unsupported by credible evidence.
63,Trump has a press conference today at 4:00 p.m. Eastern.  Concession speech?  Victory declaration?,irrelevant,story_408,There is no verified evidence of widespread voter fraud involving deceased individuals voting in the 2020 election. Claims that dead people voted for Biden have been repeatedly investigated and found unsubstantiated,"A significant number of deceased individuals voted for Joe Biden and Kamala Harris in the 2020 election, suggesting fraudulent activity.",The allegations of dead people voting in the 2020 U.S. election are baseless and unsupported by credible evidence.
64,This is your voting software. This is your voting software under HRC.   In 2016 the country rejected HRC and we sure as hell aren't going to allow her to pick our President like she picked the DNC candidate screwing their own people out of Bernie 2 yrs in a row. electionfraud,refuting,story_124,The screenshot shows Dominions one-time commitment at a Clinton Global Initiative meeting; the Clinton Foundation has no stake in Dominion.,"The screenshot shows Dominions deep ties to the Clinton Foundation, aimed at influencing U.S. elections.","The screenshot shows Dominions one-time philanthropic commitment at a Clinton Global Initiative meeting, not any operational ties to the Clinton Foundation, which confirmed no stake in Dominion."
65,"1/ This is big all over the planet, not just the USA. Clinton Foundation makes $2.25M donation to Dominion Voting Systems back in 2017. This is the company that had the glitch in Michigan that changed 6k Trump votes into votes for Biden in Antrim, MI.",refuting,story_124,The screenshot shows Dominions one-time commitment at a Clinton Global Initiative meeting; the Clinton Foundation has no stake in Dominion.,"The screenshot shows Dominions deep ties to the Clinton Foundation, aimed at influencing U.S. elections.","The screenshot shows Dominions one-time philanthropic commitment at a Clinton Global Initiative meeting, not any operational ties to the Clinton Foundation, which confirmed no stake in Dominion."
66,"TheRealDonaldJTrump RudyGiuliani SydneyPowell WhiteHouse Penelope Chester Starr, Dominion worked with EricCroomer ties to Clintons delianproject  Cohen Dominion Lobbyist gives McConnell 3K contribution blocking election security. Found:",refuting,story_124,The screenshot shows Dominions one-time commitment at a Clinton Global Initiative meeting; the Clinton Foundation has no stake in Dominion.,"The screenshot shows Dominions deep ties to the Clinton Foundation, aimed at influencing U.S. elections.","The screenshot shows Dominions one-time philanthropic commitment at a Clinton Global Initiative meeting, not any operational ties to the Clinton Foundation, which confirmed no stake in Dominion."
67,"Interesting what the FakeNewsMedia wont cover such as FEC Chairman says evidence of election fraud, Clinton Foundations Delian Project is connected to Dominion Software, DOJ report of Clinton Foundation &amp; crimes against children. Censorship MediaDoesNotCallElections",refuting,story_124,The screenshot shows Dominions one-time commitment at a Clinton Global Initiative meeting; the Clinton Foundation has no stake in Dominion.,"The screenshot shows Dominions deep ties to the Clinton Foundation, aimed at influencing U.S. elections.","The screenshot shows Dominions one-time philanthropic commitment at a Clinton Global Initiative meeting, not any operational ties to the Clinton Foundation, which confirmed no stake in Dominion."
68,Why are two members of the Georgia legislature counting ballots?   This cant be legal??????????,refuting,story_33,The image showing a Georgia senator counting Pennsylvania ballots is misleading; its a fabricated claim.,This image captures Georgia State Senators counting 2020 general election votes in Pennsylvania,The image was altered to falsely suggest involvement in Pennsylvania's ballot counting process.
69,Are senators in on the voter fraud? It sure appears to be the case. These senators need to start explaining. It also would explain her behavior in the hearing.,refuting,story_33,The image showing a Georgia senator counting Pennsylvania ballots is misleading; its a fabricated claim.,This image captures Georgia State Senators counting 2020 general election votes in Pennsylvania,The image was altered to falsely suggest involvement in Pennsylvania's ballot counting process.
70,State Senators Jen Jordan and Elena Parent @elenaparent of Georgia volunteering for stuffing/counting ballots? GeorgiaHearing ElectionFraud,refuting,story_33,The image showing a Georgia senator counting Pennsylvania ballots is misleading; its a fabricated claim.,This image captures Georgia State Senators counting 2020 general election votes in Pennsylvania,The image was altered to falsely suggest involvement in Pennsylvania's ballot counting process.
71,"voterfraud, cops are in it too? via",irrelevant,story_283,"This image shows election workers transcribing ballots as part of normal procedures, not fraudulent activity.",The image is evidence of election workers engaging in fraud by filling out or discarding ballots,The image does not show any illegal activity; it depicts standard ballot processing steps.
72,"There's NO incentive built into our election system to point out and penalize fraud.   That's why cheating is so easy, that's why dogs and dead people vote, that's why Democrats in big cities stuff ballot boxes.   This has happened for decades, there's no incentive to stop.",irrelevant,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
73,Video footage from Georgia shows suitcases filled with ballots pulled from under a table AFTER supervisors told poll workers to leave room and 4 people stayed behind to keep counting votes!  Thank you President Trump!   StopTheSteal @realDonaldTrump Trump,refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
74,Grain harvesting in the Victorian Mallee compared to Ballot Harvesting in Georgia  USA,irrelevant,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
75,For years the CorruptMediaMob screamed RUSSIA based on ZERO evidence &amp; phony Clinton paid dossier  But with 100s of sworn affidavits &amp; now video evidence about ElectionFraud it's ?????? KeepFightingMrPresident???? @realDonaldTrump ItsNotOver WeWillWin Trump2020 FourMoreYears,irrelevant,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
76,"Voter Fraud in GA. Poll watchers are told to leave around 11pm, and pull 1,000 of suitcases under tables and continue counting with no supervision. election2020 georgia Trump cnn",refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
77,SHARE as mainstream media won't. CONCRETE EVIDENCE of election fraud caught on camera. No matter if you love or hate Trump this effects ALL of us. If the U.S. election can't be fair no country will ever have fair elections again. It's beyond Left vs Right. It's Liberty vs Tyranny,irrelevant,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
78,"GeorgiaElectionFraud aka SuitcaseGate: BidenOnly ballot dump occurred AFTER Democrat Election Officials made GOP Poll workers and Media LEAVE, then counted 24K ballots they pulled out of suitcases ?? hidden under a table for THREE HOURS!  BidenWasNotElected BidenCheated",refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
79,Let's play a game- How many fraudulent  ballots can fit into a suitcase on wheels? TheFive Trump StopTheSteal VoterFraud Ga,refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
80,Earlier today Cristina Laila reported on the explosive video that was revealed during the Georgia ballot counting at the State Farm Arena where crooked Democrats pulled out suitcases full of ballots and began counting those ballots without election monitors in the room.,refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
81,Team Trump @TeamTrump  · Dec 3 WATCH: Video footage from Georgia shows suitcases filled with ballots pulled from under a table AFTER supervisors told poll workers to leave room and 4 people stayed behind to keep counting votes,refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
82,"??CAUGHT ON CAMERA??:  At midnight, election workers pull out ballots out of the cases they placed under their tables ??",refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
83,"GA Hearing: poll watchers were asked to leave and then ON VIDEO the ballots under review were scanned without supervision  GA rep says ""sorry sweetie but that was DEBUNKED"" lmao this is a JOKE",refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
84,"HUGE! @OANN is showing video in GA of a woman telling counters to leave for the night then pull out 4 containers (that she hid that morning under a table) and continue to count to 1 a.m. @Twitter, VoterFraud is REAL. And your trying to censor it doesn't make it not real.",refuting,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
85,"Based on the carpet, I think they were counting ballots in the Black Lodge.",irrelevant,story_233,Georgia election workers did not kick out observers to count suitcases full of hidden ballots in secret.,Election workers in Georgia removed observers to secretly count suitcases of fraudulent ballots.,"Observers were not kicked out; they left as usual, and counting continued under routine supervision."
86,America this is not about a party. It is about the unethical dishonorable unscrupulous practices of people within the democratic party to steal an election Presidential race be run again without mail in ballots or felt tip pens. This is for the integrity of the vote. NO EARLY VOT,irrelevant,story_1224,There is no evidence that Democrats voted multiple times to manipulate the vote count in Bidens favor.,"The image shows that Democrats committed voter fraud by voting multiple times, as indicated by multiple I Voted stickers.","The presence of multiple stickers does not indicate fraud; its likely symbolic or humorous, not evidence of actual multiple voting."
87,Democrats CHEATED and they know it!!  BidenHarris2020 Election2020,irrelevant,story_1224,There is no evidence that Democrats voted multiple times to manipulate the vote count in Bidens favor.,"The image shows that Democrats committed voter fraud by voting multiple times, as indicated by multiple I Voted stickers.","The presence of multiple stickers does not indicate fraud; its likely symbolic or humorous, not evidence of actual multiple voting."
88,Millions of illegal mail in ballots accepted and counted... the evidence is clearly there ballots CountAllTheVotes BallotHarvesting SaturdayMotivation ElectionFraud ElectionDay ??,irrelevant,story_1224,There is no evidence that Democrats voted multiple times to manipulate the vote count in Bidens favor.,"The image shows that Democrats committed voter fraud by voting multiple times, as indicated by multiple I Voted stickers.","The presence of multiple stickers does not indicate fraud; its likely symbolic or humorous, not evidence of actual multiple voting."
89,"Voters fraud caught on TV  ??   They are opening ballots, looking at them and tossing them in the garbage?   @realDonaldTrump  @DonaldJTrumpJr   Democrats StopTheSteal ??",refuting,story_250,This image does not show ballots being systematically discarded or tossed in garbage bags, Ballots were intentionally discarded or thrown away in garbage bags to reduce votes for certain candidates and alter the election results.,Investigations into these claims found no proof of widespread ballot disposal. Such allegations are often based on misunderstandings or unrelated images taken out of context.
90,"The numbers when states said they would stop counting on election night, early Wednesday morning.  Then pallets of ballots allegedly showed up in the dead of night while everyone was sleeping.  stopthesteal @realDonaldTrump @TeamTrump",refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
91,Read the entire response to a claim that Trump is falsely claiming voter fraud.  ANYONE who is suggesting any such thing is as fraudulent as Election2020  There is a TON of evidence &amp; they will all owe America an apology. AmericaDecides  VotersDecided &amp; elected Trump,irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
92,"Here's a reminder of where Pennsylvania was with 57% Trump and 42% Biden before all the bullshit started. +680,000 votes. Rural areas come in last and would have had a majority for Trump. The lead only gets greater. They are stealing this election right in front of you.",refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
93,"I have a hard time looking at these stats for Georgia. Could 17% of the remaining votes swing a vote over 300k votes in the direction of one candidate? Once at 100%, Trump gained app. 250k, Biden, 500k. Biden took 67% and Trump 33%. Just, no.",refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
94,Trump was leading in all of these states and they all STOPPED COUNTING at one time or another so that the media wouldnt call them for Trump. And DURING the count stoppage EVERY one of these states found thousands of votes for Biden. Yeah that doesnt seem suspicious at all.,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
95,"Joe Biden's Texas director Dallas Jones arrested by FBI and accused of filling in ballots for dead people, harvesting ballots. JoeBiden brags about having the 'most extensive VOTER FRAUD organization' in history!!""  hammerscorecard DominionVotingSystems MailInBallots",irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
96,"...and then, suddenly, just like that,  statistical laws decided to identify as a spoiled egg salad  HoldTheLine  StopTheSteal",irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
97,"One again proving President Trump is always 5 steps ahead, his First Step Act should have cleared a lot of prison beds for these election fraud criminals by now. @realDonaldTrump ...YOU ROCK!!! ??????????  (Image attachment is election results at cob election night)",irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
98,When the voting stopped. I stand with @realDonaldTrump @POTUS,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
99,"When they stopped the vote count in these states, this is what it looked like. The real vote totals before the Democrats rigged the election and shipped fake ballots in. 2020PresidentialElection ElectionResults2020",refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
100,You're delusional!!!  It is you that can't accept the election! There was fraud and it needs to be investigated. Oh and by the way it was like 80 million people that voted for Trump. Once you take out the Dead and the Forge ballots and machines switching votes the Biden you lost,irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
101,Two things Ill never forget:  1. Where I was on 9/11  2. The 2020 election results at midnight before they forced the counting to stop (attached)  TrumpWon,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
102,New polls show that Trump was beating Pedophile Joe an da Hoe with Democrat votes. The hammer and score card software along with illegal ballots could not keep up. That's why they stopped counting the votes,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
103,This is how it should look. We all know Trump won this election. Stand up America. Let your voice be heard.,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
104,"November 4th @ 3:00 am the count is suspended for Dominion and Smartmatic to do their dirty work for the most lazy and corrupt candidate in US history.  This is not over, Fight for Trump!",refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
105,These are the vote counts when ALL of these Democrat run states paused vote counting the evening of the election.  After taking a few hours break they resumed counting early the next morning. Joe Biden votes magically materialized after the vote counting was paused. Coincidences,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
106,This was the vote counts on election night... before Democrats panicked and stopped counting. Then all Hell broke loose. ELECTIONINTERFERENCE,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
107,This was before they stopped counting because trump winning so big this cannot be covered up. Well see December 14th keep fighting @realDonaldTrump!!,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
108,74 million ++ Americans citizens now believe there was fraud committed by the liberal democrats loons party of Hate President Trump I'm the 2020 elections,irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
109,Four hours after the Hawaii polls closed.  Trump has 304 electoral college votes.,irrelevant,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
110,When the polls closed. And the Democrats think this election is fair and square?,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
111,States quit counting 8 hrs after election to do massive democrat voter dump after seeing Trump was in lead with no down voting So many documented irregularities American voters see the fraud.. 80 to 90 million STATE LEGIS MUST CALL ELECTION ILLEGAL to protect voters rights,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
112,"This is where the vote count stood in these 6 states when Democrats suddenly chose to suspend counting.  Can you see who was ahead everywhere?  But then, lots of boxes happened to arrive late, all filled 100% with votes for Biden. What a stroke of luck for him.",refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
113,All 6 battleground states stopped counting at the same time.    This was a coordinated attack to overthrow the greatest @POTUS in history.,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
114,The numbers when they stopped counting and stole the election. @realDonaldTrump,refuting,story_49,The image does not show evidence of battleground states stopping vote counting on election night to alter results.,This image claims that battleground states stopped counting votes on election night when Trump was ahead.,"Any pauses in counting were part of routine processing, not intentional stoppages for fraud, as confirmed by election officials."
115,"1.Soros has ties to the Dominion, Soros is the master of Serbian politicians who are involved in election fraud in the United States, and he directly puts them in power. 2.Both Serbia and the entire Balkans are a colony of Soros and other globalists. Soros finances and manages??",refuting,story_38,"Screenshot is wrong.Dominion made a one-time donation at a Clinton Global Initiative meeting in 2014, with no lasting relationship or operational involvement",Screenshot shows that Dominion Voting Systems is controlled or manipulated by prominent Democrats and figures like George Soros to sway election results.,Claims of Dominions ties to Democratic leaders or influence over election outcomes have been debunked; Dominion is an independent company with no proven partisan affiliations.
116,"In mid-November, the US Army seized the servers that kept election votes in server farm in Frankfurt. That server farm was under CIA control. ??",irrelevant,story_38,"Screenshot is wrong.Dominion made a one-time donation at a Clinton Global Initiative meeting in 2014, with no lasting relationship or operational involvement",Screenshot shows that Dominion Voting Systems is controlled or manipulated by prominent Democrats and figures like George Soros to sway election results.,Claims of Dominions ties to Democratic leaders or influence over election outcomes have been debunked; Dominion is an independent company with no proven partisan affiliations.
117,"Educate: Where did the US Military confiscate the Dominion Server? In Frankfurt of course. The same server was used by Democrats to cheat in the 2018 election, and why we ended up with democrats winning the house, the squad,, and other impossibilities. @POTUS @FLOTUS @GenFlynn ??",refuting,story_38,"Screenshot is wrong.Dominion made a one-time donation at a Clinton Global Initiative meeting in 2014, with no lasting relationship or operational involvement",Screenshot shows that Dominion Voting Systems is controlled or manipulated by prominent Democrats and figures like George Soros to sway election results.,Claims of Dominions ties to Democratic leaders or influence over election outcomes have been debunked; Dominion is an independent company with no proven partisan affiliations.
118,"Gee, the lefties at 60 Minutes are trying to push the ""No Election Fraud"" propaganda...What a shock! The Democrat ElectionFraud is so blatant &amp; obvious, even a kid could see it! The Dems &amp; BidenCheated &amp; BidenWasNotElected &amp; we must not allow results of VoterFraud to stand! .",irrelevant,story_839,This image falsely suggests widespread Democratic fraud tactics involving mail-in ballots; no evidence supports these claims.,"The image suggests Democrats manipulate elections through pre-filled ballots, destruction of opposing ballots, voting by non-citizens, and storing votes to alter outcomes.",Mail-in ballots are secure and have not been shown to increase the risk of election fraud.
119,"Saw this on a back ally road in PA yesterday... I guess THIS is why Trumps mail votes were so low, because some people were making sure they got lost... truly disgusting. @RudyGiuliani @DonaldJTrumpJr @EricTrump @realDonaldTrump",refuting,story_309,The image is not from the 2020 election and does not depict abandoned mail-in ballots.,"The image shows discarded mail-in ballots from the 2020 election, proving voter fraud.","This image, claimed to show discarded 2020 ballots, is actually an older, unrelated image repurposed to spread misinformation"
120,Biden demands vote by mail ballot harvesting...Biden knows Dominion software is his only chance of winning...US Postal Service dropped these Republican ballots off at DNC vote counting center.... IFBAP @wjhfl ...,refuting,story_309,The image is not from the 2020 election and does not depict abandoned mail-in ballots.,"The image shows discarded mail-in ballots from the 2020 election, proving voter fraud.","This image, claimed to show discarded 2020 ballots, is actually an older, unrelated image repurposed to spread misinformation"
121,"TWITTER,FACEBOOK,GOOGLE,&amp; OTHER PLATFORMS TAKEING ACTIONS TO BLOCK FREE SPEECH &amp; SIDNY POWELL HAVE HAD THIER ACCOUNTS SUSPENDED TO KILL INFO ON MASSIVE VOTER FRAUD.+ FAKE NEWS RUNNING INTERFERANCE 4 DEMOCRATS VOID LAW 230 TAX PAYER PROTECTION 4 HIGH TECK LIABILITU 2 BE SUID.",irrelevant,story_309,The image is not from the 2020 election and does not depict abandoned mail-in ballots.,"The image shows discarded mail-in ballots from the 2020 election, proving voter fraud.","This image, claimed to show discarded 2020 ballots, is actually an older, unrelated image repurposed to spread misinformation"
122,"This is impossible, Someone gives Biden 100% of new votes in Michigan Out of 138,439 new votes?  @realDonaldTrump",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
123,"120,000 votes for Biden overnight with no votes for any other candidate, thats statistically impossible voterfruad america media news Election2020",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
124,"This morning, 138,339 ""Magic"" votes that suddenly appeared in Michigan, will force a change against Democracy and the Law in the History of the United States of America  Is the FRAUD the New Policy of the New United States of America?  ElectionResults2020  CountEveryVote  Trump",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
125,This definitely looks fraudulent.  +0 votes for Trump +138k for Biden  While America sleeps.,refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
126,"I know mail in ballots are going to heavily favor Biden more than anyone else but Michigan counting 138,339 votes and not a single one of those being for a candidate other than Biden is so insane. Is that even possible? ??",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
127,"Election officials told us they were done counting for the night  Most of us went gone to bed  And THEN Michigan just so happened to find 138,339 ballots,   EVERY SINGLE ONE of which went to Biden",refuting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
128,"If someone sends you this dumb shit claiming ""FRAUD!"", some fun facts: 1) They update the candidate numbers one at a time. 2) Different sources update their numbers differently. This is just the NY Times. 3) They've found hundreds of thousands of Trump votes since that was taken.",supporting,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
129,Every single new vote counted went to Biden??! The odds of that happening are about the same as all the Mueller people ^accidentally^ wiping their phones clean to factory settings.,irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
130,The Democrats orchestrated one of the biggest hoaxes in history against @realDonaldTrump and got caught. The Russianhoax and spying on @POTUS is treason by itself.   Is it so inconceivable that they would attempt to steal this Election2020 ? Protect the integrity of the Vote,irrelevant,story_426+1276+117,"The sudden jump in Joe Biden's votes in Michigan was due to a temporary data glitch, not fraud.","There is a map or graph that alleges Biden found 138,000+ votes overnight to overtake Trump in Michigan, and it's evidence of an election being stolen","Joe Biden did not mysteriously gain 138,000 Michigan votes all at once"
