Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Image Path,Caption,falsified_label,intern_vl_78_response,Imgur URL,Content Keywords,Title,Content URL,News Content,Image URL,are_images_similar,intern_vl_78_web_entities_title_response,intern_vl_78_web_entities_summary_response,intern_vl_78_summary_response,intern_vl_78_title_response,intern_vl_78_web_entities_title_keywords_response,intern_vl_38_web_entities,intern_vl_38_web_entities_summary_response,gpt_web_entities_response,gpt_web_entities_summary_response,gpt_web_entities_title_response,Title Vision,Content Summary Vision,Content URL Vision,Image URL Vision,News Content Vision,intern_vl_38_web_entities_title_vision_response,intern_vl_38_web_entities_summary_vision_response,llama_90_web_entities_summary_vision_response,llama_90_web_entities_title_vision_response,gpt_web_entities_title_vision_response,internvl_78_web_entities_summary_vision_response,internvl_78_web_entities_title_vision_response,internvl_78_web_entities_title_keywords_vision_response,internvl_78_vision_response,gpt_web_entities_summary_vision_response
131,131,131,131,131,131,131,131,131,131,131,131,131,./sample_300_merged_balanced/washington_post_images_0338_102.jpg,This page from Trump s 93page list of charitable contributions shows free rounds of golf In all Trump claimed credit for 2900 free rounds given away at his club,False,not out of context,https://i.imgur.com/VdwBaa1.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Bannon film outline warned U.S. could turn into ‘Islamic States of America’,,https://www.washingtonpost.com/politics/bannon-film-outline-warned-us-could-turn-into-islamic-states-of-america/2017/02/03/f73832f4-e8be-11e6-b82f-687d6e6a3e7c_story.html,,"The outline, titled “Destroying the Great Satan: The Rise of Islamic Facism [sic] in America,” lists Bannon as the movie’s director, as well as its co-writer with his longtime writing partner Julia Jones.
The title page includes the line “A Film by Stephen K. Bannon” in capital letters.
“I believe you should take a very, very, very aggressive stance against radical Islam,” he added, citing ancient battles between Christian and Islamic forces.
Tim Watkins, a producer who participated in discussions with Bannon about the project, rejected the idea that the film was driven by anti-Muslim bias.
“The road to the establishment of an Islamic Republic in the United States starts slowly and subtly with the loss of the will to win,” the outline reads.",not out of context,not out of context,out of context,out of context.,out of context,out of context,out of context,out of context,not out of context,out of context
132,132,132,132,132,132,132,132,132,132,132,132,132,./sample_300_merged_balanced/guardian_images_0014_391.jpg,Patrick Vieira left and Fabio Cannavaro enjoy the Argentina v Iran match in the ITV studio,True,out of context,https://i.imgur.com/RldtO13.jpeg,,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
133,133,133,133,133,133,133,133,133,133,133,133,133,./sample_300_merged_balanced/bbc_images_0316_440.jpg,Switzerland s Sebalter is among the performers taking part in Thursday s semifinal,False,out of context,https://i.imgur.com/tjxyOgl.jpeg,,,,,,,out of context,out of context,out of context,out of context,out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context.,not out of context,not out of context,out of context,not out of context,out of context,out of context,not out of context
134,134,134,134,134,134,134,134,134,134,134,134,134,./sample_300_merged_balanced/usa_today_images_0604_867.jpg,The duchess visited the Sexual Assault Referral Treatment Center at the DC Department of Forensic Sciences in Washington March 19 to see how DC handls sexual assault cases,True,out of context,https://i.imgur.com/xN99WXQ.jpeg,,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
135,135,135,135,135,135,135,135,135,135,135,135,135,./sample_300_merged_balanced/bbc_images_0497_042.jpg,Lego has designed 26 toys to go into space with Danish astronaut Andreas Mogensen,True,out of context,https://i.imgur.com/PVTCdO8.jpeg,,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
136,136,136,136,136,136,136,136,136,136,136,136,136,./sample_300_merged_balanced/guardian_images_0066_879.jpg,The Sellafield nuclear site s operators mistakenly sent bags of lowlevel waste to a nearby landfill in Cumbria,True,out of context,,,,,,,,out of context,out of context,out of context,out of context,out of context,out of context,not out of context,out of context,out of context,out of context,Report warns of global food insecurity as climate change destroys fisheries,,https://www.theguardian.com/environment/2012/sep/24/food-climate-change-fisheries,,"The Gulf, Libya, and Pakistan are at high risk of food insecurity in the coming decades because climate change and ocean acidification are destroying fisheries, according to a report released on Monday.
In terms of fish catch, they are supposed to lose over 50% of their fisheries,"" said Matt Huelsenbeck, an Oceana marine scientist and author of the report.
The report put Iran, Libya, Kuwait and the United Arab Emirates among the top 10 countries most at risk because of the decline in fish stocks due to climate change.
The study used climate models created by the University of British Columbia to rank countries' exposure to degradation of the oceans due to climate change and ocean acidification.
Low-income countries, with high levels of malnutrition and rapid population growth, such as Pakistan, were viewed as high risk.",out of context,out of context,out of context,the caption is out of context with the image.,out of context,out of context,out of context,out of context,out of context,out of context
137,137,137,137,137,137,137,137,137,137,137,137,137,./sample_300_merged_balanced/guardian_images_0667_586.jpg,HMAS Melbourne at the Garden Island naval dockyard near Sydney,False,not out of context,,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
138,138,138,138,138,138,138,138,138,138,138,138,138,./sample_300_merged_balanced/guardian_images_0730_331.jpg,Esperanza Aguirre looked set for an easy victory over Manuela Carmena until her 10point lead evaporated,False,out of context,https://i.imgur.com/GgdfyUK.jpeg,"['countess', 'mayor', 'podemos', 'aguirre', 'v', 'political', 'madrid', 'ahora', 'city', 'regions', 'pp', 'party', 'vote', 'communist', 'battle']",Countess v communist in battle to become mayor of Madrid,https://www.theguardian.com/world/2015/may/25/madrid-mayor-countess-communist-esperanza-aguirre-manuela-carmena,"In the other, a retired judge and former communist party member who describes herself as a “hugging grandma”.
Polls instead predicted a virtual tie with Manuela Carmena, 71, the veteran human rights activist at the helm of Ahora Madrid, a coalition of leftist groups that includes anti-austerity party Podemos.
The PP narrowly won the election, earning one more seat in the assembly than Ahora Madrid.
But they failed to win a majority, meaning Ahora Madrid could join forces with the Socialists to form a coalition born from the ashes of the Indignado movement.
Carmena said the foremost priority of Ahora Madrid was to make Madrid a more equal city.",https://i.guim.co.uk/img/media/707e04e1222f7ed979dfedfcec8e62a4e1c22952/0_44_2871_1723/2871.jpg?width=465&dpr=1&s=none&crop=none,Yes,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Manuela Carmena reaches deal with Socialists to become Madrid mayor,,https://www.theguardian.com/world/2015/jun/12/madrid-manuela-carmena-deal-socialists-mayor,,"A leftwing former judge backed by Spain’s anti-austerity party Podemos is to become the next mayor of Madrid, after reaching a deal with the Socialists on Friday that ends 24 years of Popular party (PP) rule in the city.
Manuela Carmena, 71, whose appointment was announced at a news conference with the Socialists on Friday, ran an anti-corruption campaign centred on blocking the privatisation of public services and preventing household evictions in Madrid.
Despite backing from Podemos, Carmena – who was a labour rights activist during the Franco dictatorship – says she is not affiliated to any party.
She turned down initial approaches from the leader of Podemos, Pablo Iglesias, to lead the Ahora Madrid campaign, but then consented in March.
A candidate from the regional leftwing party Compromis will now take over as mayor of Spain’s third city.",not out of context,not out of context,out of context,out of context,not out of context,not out of context,not out of context,not out of context,out of context,not out of context
139,139,139,139,139,139,139,139,139,139,139,139,139,./sample_300_merged_balanced/usa_today_images_0634_214.jpg,A solemn Tiger Woods acknowledges the crowd on the 18th hole during the final round of the Memorial Tournament,True,not out of context,https://i.imgur.com/kJXwpaB.jpeg,"['spark', 'mickelson', 'searching', 'im', 'hes', 'tiger', 'rounds', 'week', 'world', 'firestone', 'tour', 'pga', 'phil', 'thought', 'woods']","Tiger Woods, Phil Mickelson searching for spark at Firestone",https://www.usatoday.com/story/sports/golf/2014/08/02/tiger-woods-phil-mickelson-firestone-bridgestone/13512115/,"Because of impending storms barreling toward the South Course, the PGA Tour moved up tee times and split the field into groups of three and sent them off two tees.
Although Woods commenced his round on the first and Mickelson on the 10th, the two shared a common goal.
Contending was not the goal, as Woods started his third round 10 shots behind pace-setting Sergio Garcia with Mickelson 15 back at the World Golf Championships-Bridgestone Invitational.
Asked if he had enough time to turn his game around before next week, Mickelson shrugged and said he wasn't sure.
I'll still continue to stay at it because I'm actually getting better the more rounds I'm playing.",https://www.usatoday.com/gcdn/-mm-/d9266803ee3b975a9044d4316c6b12571f39bbc9/c=0-39-3211-1843/local/-/media/USATODAY/USATODAY/2014/08/02/1407006797000-USP-PGA-WGC---BRIDGESTONE-INVITATIONAL-THIRD-ROUN-66237838.JPG?width=660&height=371&fit=crop&format=pjpg&auto=webp,Yes,not out of context,out of context,out of context,not out of context,out of context,not out of context,not out of context,not out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
140,140,140,140,140,140,140,140,140,140,140,140,140,./sample_300_merged_balanced/guardian_images_0414_734.jpg,Akaoua Babiana was freed over the weekend following her kidnapping by Boko Haram Now rescue efforts should intensify,False,not out of context,https://i.imgur.com/b7iZV8N.jpeg,"['cameroon', 'workers', 'wife', 'group', 'north', 'freed', 'residence', 'ali', 'kidnapped', 'prime', 'moukouri', 'vice', 'hostages', 'haram', 'boko', 'minister']","Boko Haram Hostages Freed in North, Cameroon Says",https://www.nytimes.com/2014/10/12/world/africa/boko-haram-hostages-freed-in-north-cameroon-says.html,"YAOUNDÉ, Cameroon — Twenty-seven hostages presumed to have been kidnapped in May and July by the Nigerian group Boko Haram, including 10 Chinese construction workers and the wife of a vice prime minister, have been freed, Cameroon’s government said Saturday.
The hostages were returned early Saturday morning and “are safe and sound,” according to a statement from President Paul Biya’s office.
The Chinese road construction workers were kidnapped in May from their camp in Waza, in Cameroon’s Far North region.
Image Françoise-Agnès Moukouri, the wife of Vice Prime Minister Amadou Ali, was among a group of 17 people kidnapped in July.
Officials said at the time that 200 fighters stormed the residence, though Mr. Ali himself was away.",https://static01.nyt.com/images/2014/10/11/world/africa/12CAMEROON2/12CAMEROON2-articleLarge.jpg?quality=75&auto=webp&disable=upscale,Yes,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Opinion + Malala Yousafzai,,https://www.theguardian.com/commentisfree/commentisfree+world/malala-yousafzai,,"What term do you want to search?
Search with google",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
141,141,141,141,141,141,141,141,141,141,141,141,141,./sample_300_merged_balanced/usa_today_images_0537_485.jpg,Jaguar Land Rover posted a 58 increase in Chinese sales in the second quarter boosted by demand for the recently launched Range Rover Evoque above,True,out of context,https://i.imgur.com/hzQihHV.jpeg,"['debut', 'photos', 'samad', 'robert', '2016', 'todaythe', 'international', 'models', 'hottest', 'deutsch', 'york', 'usa', 'auto', 'afpgetty']",Photos: Hottest new models debut at New York Auto Show,https://www.usatoday.com/picture-gallery/money/cars/2016/03/22/photos-hottest-new-models-debut-at-new-york-auto-show/82125624/,"CARS New York International Auto Show Add TopicPhotos: Hottest new models debut at New York Auto ShowThe Koenigsegg Regera is seen on display at the New York International Auto Show.
Robert Deutsch, USA TODAYThe Honda Civic Hatchback prototype is seen on display at the New York International Auto Show.
Don Emmert, AFP/Getty ImagesGenesis New York Concept car is seen during the New York international auto show at the 2016 New York International Auto Show at the Jacob K. Javits Center in New York on March 23, 2016.
Jewel Samad, AFP/Getty ImagesThe Porsche 718 Boxster Jewel Samad, AFP/Getty ImagesThe Toyota Prius Prime.
Robert Deutsch, USA TODAYThe Toyota Prius Prime makes its debut at the New York International Auto Show.",https://www.usatoday.com/gcdn/-mm-/22d47e3721258aaed3d6a1b2ddfc9dabd80c06e1/c=0-497-4926-3280/local/-/media/2016/03/23/USATODAY/USATODAY/635943283413323854-XXX-NYC-auto-show-rd240.JPG,Yes,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,,,,,,out of context,out of context,"the provided caption is not related to the image. the caption mentions jaguar land rover and the range rover evoque, while the image appears to be of",out of context,out of context,out of context,out of context,out of context,out of context,out of context
142,142,142,142,142,142,142,142,142,142,142,142,142,./sample_300_merged_balanced/guardian_images_0780_719.jpg,A young Lian and Dylan share a beer,False,not out of context,https://i.imgur.com/X3A7QI8.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,out of context,out of context,not out of context,,,,,,not out of context,not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
143,143,143,143,143,143,143,143,143,143,143,143,143,./sample_300_merged_balanced/guardian_images_0417_056.jpg,Roy Keane is suing Paddy Power over the use of his image in a Braveheart poster,True,out of context,https://i.imgur.com/ane3KH7.jpeg,"['red', 'assault', 'fa', 'liverpool', 'roll', 'bartons', 'city', 'newcastle', 'suspended', 'dishonour', 'weeks', 'barton', 'citys', 'joey']",Joey Barton's roll of dishonour,https://www.theguardian.com/football/2010/nov/11/joey-barton-roll-of-dishonour,"2004February The 21-year-old Barton picks up the first red card of his career in Manchester City's FA Cup fourth-round tie at Tottenham Hotspur.
Forced by City to pay a fine of four weeks' salary – approximately £60,000 – immediately, with a further two weeks' suspended for a year.
2005May Barton breaks leg of 35-year-old pedestrian while driving his car at 2am in Liverpool city centre.
4November Football Association investigates Barton's tackle on Sunderland's Dickson Etuhu in the Wear-Tyne derby but takes no action.
527 December Arrested in Liverpool city centre after a late-night incident and later charged with common assault and affray.",https://i.guim.co.uk/img/static/sys-images/Sport/Pix/pictures/2010/11/11/1289490636517/Joey-Barton-006.jpg?width=465&dpr=1&s=none&crop=none,Yes,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context,Joey Barton's roll of dishonour,,https://www.theguardian.com/football/2010/nov/11/joey-barton-roll-of-dishonour,,"2004February The 21-year-old Barton picks up the first red card of his career in Manchester City's FA Cup fourth-round tie at Tottenham Hotspur.
Forced by City to pay a fine of four weeks' salary – approximately £60,000 – immediately, with a further two weeks' suspended for a year.
2005May Barton breaks leg of 35-year-old pedestrian while driving his car at 2am in Liverpool city centre.
4November Football Association investigates Barton's tackle on Sunderland's Dickson Etuhu in the Wear-Tyne derby but takes no action.
527 December Arrested in Liverpool city centre after a late-night incident and later charged with common assault and affray.",out of context,out of context,not out of context,out of context,out of context,out of context,out of context,out of context,out of context,out of context
144,144,144,144,144,144,144,144,144,144,144,144,144,./sample_300_merged_balanced/guardian_images_0710_022.jpg,Syrian refugees on an Italian navy ship after being rescued from a fishing vessel carrying 443 Syrian asylum seekers 5 June,False,not out of context,https://i.imgur.com/kEV2CpJ.jpeg,"['eritrean', 'extradited', 'captured', 'man', 'mr', 'yehdego', 'italy', 'wrong', 'person', 'mered', 'telephone', 'italian', 'sudan', 'trafficking', 'migrants', 'accused']","Eritrean Accused of Trafficking Migrants Is Captured in Sudan, Italy Says",https://www.nytimes.com/2016/06/09/world/europe/migrants-smuggling-eritrean-captured.html,"The Italian authorities identified the man as Medhanie Yehdego Mered, 35, though the information could not be independently confirmed.
Mr. Mered, they said, was seized in Khartoum, the capital of Sudan, on May 24, and flown to Rome on Tuesday night.
Image Medhanie Yehdego Mered is taken into custody by Italian police after being extradited from Sudan, accused of smuggling migrants into Europe.
In a telephone interview, the activist, Meron Estefanos, said she had been following the activities of Mr. Mered since 2010.
“I hope that the Italians admit that they have the wrong person and that they release the person immediately,” Ms. Estefanos said.",https://static01.nyt.com/images/2016/06/08/world/08Migrants-video/08Migrants-video-square640.jpg,No,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Europe's migrant influx: 'we need help but we don’t know where from',,https://www.theguardian.com/world/2014/jun/25/-sp-boat-migrants-risk-everything-for-a-new-life-in-europe,,"Photograph: Massimo Sestini/eyevine Photograph: Massimo Sestini/Massimo Sestini / eyevineLike almost 60,000 others this year, Brahana decided to brave the Mediterranean sea in order to reach Italy, and therefore Europe.
Photograph: Massimo Sestini/eyevine Photograph: Massimo Sestini/Massimo Sestini / eyevineAll along the Sicilian coastline, in port towns better known for their beaches than for refugee crises, local authorities are begging for help – from Rome, certainly, but also from Brussels.
Photograph: Massimo Sestini/eyevine Photograph: Massimo Sestini/Massimo Sestini / eyevineSicilian towns from Catania on the eastern coast to Palermo in the north have been transforming sports halls, churches and other buildings into ad-hoc facilities.
Photograph: Massimo Sestini/eyevine Photograph: Massimo Sestini/Massimo Sestini / eyevineAccording to Save the Children, around 5,840 unaccompanied minors have arrived on the Italian coast this year.
Photograph: Massimo Sestini/eyevine Photograph: Massimo Sestini/Massimo Sestini / eyevineNGOs on the ground say greater coordination is desperately needed in order to facilitate swift transfers to appropriate reception structures throughout Italy.",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
145,145,145,145,145,145,145,145,145,145,145,145,145,./sample_300_merged_balanced/washington_post_images_0473_928.jpg,US President Bill Clinton at ceremony Germany 1998,False,not out of context,https://i.imgur.com/p9U1t3S.jpeg,"['imagespresident', 'assassination', '1963', 'declassifies', 'dc', 'getty', 'life', 'president', 'trump', 'look', 'john', 'files', 'kennedys', 'f', 'national', 'kennedy', 'washington']",A look back at John F. Kennedy's life as Trump declassifies assassination files,https://www.usatoday.com/picture-gallery/news/nation/2013/11/22/jfk-remembered-in-photos/3673817/,"NATION John Kennedy Add TopicA look back at John F. Kennedy's life as Trump declassifies assassination filesPresident John F. Kennedy became the 35th president of the United States on Jan. 20, 1961.
Keystone, Getty ImagesDemocratic Nominee John F. Kennedy during his Presidential Campaign in New York City on May 14, 1960.
AFP Via Getty ImagesPresident John F. Kennedy and First Lady Jacqueline Kennedy attend the inaugural ball on Jan. 20, 1961 in Washington, D.C., after John F. Kennedy was sworn into office earlier that day.
Keystone, Getty ImagesPresident John F. Kennedy and former president Dwight D. Eisenhower on Sept. 10, 1962 at the White House.
John F. Kennedy Library Foundati/AFP Via Getty ImagesPresident John F. Kennedy delivers a speech to a crowd on June 23, 1963 in Bonn, West Germany.",https://www.usatoday.com/gcdn/authoring/authoring-images/2025/01/23/USAT/77914545007-808288.jpg?width=700&height=501&fit=crop&format=pjpg&auto=webp,No,out of context,not out of context,not out of context,out of context,out of context,not out of context,out of context,out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,not out of context.,out of context,not out of context,not out of context,not out of context,not out of context,out of context
146,146,146,146,146,146,146,146,146,146,146,146,146,./sample_300_merged_balanced/bbc_images_0313_272.jpg,Mr Cameron will have to consult his MPs before a referendum Lord Lawson suggests,False,not out of context,https://i.imgur.com/hStdFIR.jpeg,"['sitting', 'wild', 'tactics', 'till', 'religious', 'parties', 'rebellion', 'murphy', 'parliaments', 'major', 'ruthless', 'familiar', 'national', 'surprise', 'lee', 'katharine', 'security']",‘Wild and ruthless’: Katharine Murphy on surprise rebellion and familiar tactics,https://www.theguardian.com/australia-news/audio/2022/feb/19/wild-and-ruthless-katharine-murphy-on-surprise-rebellion-and-familiar-tactics,Katharine Murphy discusses with Jane Lee the drama of the federal parliament’s first sitting fortnight – from the failed Religious Discrimination Bill to attacks on Labor on national security – as both major parties count down the days till the election is called.,https://i.guim.co.uk/img/media/951f9c05ce67c26f6347670ff5a4fd20ef719ac7/0_183_5478_3287/master/5478.jpg?width=1200&height=1200&quality=85&auto=format&fit=crop&s=7ba4801aad05fdc3c4486925a802b144,No,not out of context,out of context,out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
147,147,147,147,147,147,147,147,147,147,147,147,147,./sample_300_merged_balanced/guardian_images_0149_786.jpg,Magdeburg Germany A barge chugs along the Magdeburg Water Bridge The canal aqueduct passes over the Elbe river in the east of Germany,False,not out of context,https://i.imgur.com/9iLKw8E.jpeg,"['working', 'taken', 'way', 'best', 'pictures', 'europe', 'aerial', 'touristy', 'friends', 'drone', 'unique', 'yerevan', 'views', 'statue', 'armenia', 'showing']",Aerial views of Europe taken from a drone - in pictures,https://www.theguardian.com/artanddesign/gallery/2014/sep/25/aerial-views-of-europe-taken-from-a-drone-in-pictures,"Yerevan, Armenia The giant statue of Mother Armenia.
“It’s always best working in the less touristy places, then showing the locals the images.
One of my best friends lives in Armenia, Showing him and his friends this image was almost emotional.
You could really feel the pride they had in having their city represented in a unique way.”",https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2014/9/24/1411555229643/488cc71c-e6a7-4695-bf90-1a3f0d114381-2060x1494.jpeg?width=300&quality=85&auto=format&fit=max&s=edb6347a499f8633c85524f3b34e8c61,Yes,not out of context,not out of context,out of context,not out of context,not out of context,not out of context,out of context,not out of context,out of context,not out of context,Aerial views of Europe taken from a drone - in pictures,,https://www.theguardian.com/artanddesign/gallery/2014/sep/25/aerial-views-of-europe-taken-from-a-drone-in-pictures,,"Yerevan, Armenia The giant statue of Mother Armenia.
“It’s always best working in the less touristy places, then showing the locals the images.
One of my best friends lives in Armenia, Showing him and his friends this image was almost emotional.
You could really feel the pride they had in having their city represented in a unique way.”",not out of context,out of context,not out of context,not out of context,not out of context,out of context,not out of context,not out of context,not out of context,out of context
148,148,148,148,148,148,148,148,148,148,148,148,148,./sample_300_merged_balanced/usa_today_images_0066_454.jpg,TCU guard Christian Gore and Kansas guard Brannen Greene battle for a loose ball during the first half at DanielMeyer Coliseum,True,not out of context,https://i.imgur.com/uuydusD.jpeg,"['final', 'vs', 'kentucky', 'robert', 'wildcats', 'guard', 'wisconsin', 'badgers', 'sportskentucky', 'today', 'usa', 'action', 'forward']",All the Final Four action from Wisconsin vs. Kentucky,https://www.usatoday.com/picture-gallery/sports/ncaab/2014/04/05/all-the-final-four-action-from-wisconsin-vs-kentucky/7353343/,"Bob Donnan, USA TODAY SportsKentucky Wildcats forward Marcus Lee (00) dunks against Wisconsin Badgers forward Frank Kaminsky (44).
Chris Steppig, USA TODAY SportsKentucky Wildcats guard Dominique Hawkins (25) defends against Wisconsin Badgers guard Bronson Koenig (24).
Bob Donnan, USA TODAY SportsKentucky Wildcats guard Andrew Harrison (5) shoots over Wisconsin Badgers guard Bronson Koenig (24).
Bob Donnan, USA TODAY SportsThe Wisconsin Badgers and the Kentucky Wildcats tip off in their Final Four game.
Matthew Emmons, USA TODAY SportsThe Wisconsin Badgers take the court before their game against the Kentucky Wildcats.",https://www.usatoday.com/gcdn/-mm-/a3e18900c47060fe332122eab9c828f5cf1c8da9/c=0-96-2831-1693/local/-/media/USATODAY/USATODAY/2014/04/05//1396749006000-Brust45.jpg,Yes,out of context,out of context,out of context,out of context,out of context,not out of context,out of context,not out of context,out of context,out of context,,,,,,not out of context,out of context,not out of context,not out of context,out of context,out of context,out of context,out of context,not out of context,out of context
149,149,149,149,149,149,149,149,149,149,149,149,149,./sample_300_merged_balanced/guardian_images_0455_942.jpg,Barack Obama greets guests after addressing a joint session of Congress,False,not out of context,https://i.imgur.com/Ql0jeBq.jpeg,"['campaign', 'podcast', 'secretary', 'think', 'house', 'cnn', 'recalls', 'press', 'white', 'politics', 'robert', 'decided', 'gibbs', 'obama', 'bid']",Robert Gibbs recalls when Obama decided on a White House bid,https://www.cnn.com/2016/08/22/politics/robert-gibbs-axe-files/index.html,"Editor’s Note: The Axe Files, featuring David Axelrod, is a podcast distributed by CNN and produced at the University of Chicago Institute of Politics.
Nightcap: The latest news and political buzz from CNN Politics | Sign up“We had just finished the election cycle in 2005 and we had basically used him three weekends in a row away from his family.
And we’ll have plenty of time to go do this.’”“But he kept entertaining it,” Gibbs said.
What do you think?’ And I finally said, ‘Well, what do you think?’ He says, ‘I think I want to do it.
So on a campaign flight to Iowa one day, Gibbs finally broached the subject with Obama.","https://media.cnn.com/api/v1/images/stellar/prod/150213092122-04-obama-0213.jpg?q=w_2000,h_1125,x_0,y_0,c_fill",No,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Barack Obama's first speech to Congress,,https://www.theguardian.com/world/gallery/2009/feb/25/barack-obama-congress,,"25 February 2009: In an address to Congress on Tuesday night, the US president attempted to lift confidence battered by the collapsing economy, promising America would recover and 'emerge stronger than before'",not out of context,not out of context,not out of context.,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
150,150,150,150,150,150,150,150,150,150,150,150,150,./sample_300_merged_balanced/bbc_images_0508_346.jpg,Arne Koets said his build was typical of knights in medieval times as they would have been slim if a bit shorter than Arne,False,not out of context,https://i.imgur.com/Gkg9p4W.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,Lance encounters: Why do people risk death jousting?,,https://www.bbc.com/news/uk-england-33995808,,"As England's only amateur jousting league gets under way, more and more people are spending their weekends clad in armour brandishing a 4m-long weapon.
They risk broken bones, bruises and even concussion - so what is the appeal of the brutal ancient sport?
""I have broken my wrist 15 times, I have had splinters in my eye, broken ribs, concussion.
Arne Koets, 34, from the Netherlands, gets ready for another joust at Carisbrooke Castle on the Isle of Wight for an English Heritage event.
""It has become sort of expected, it is part of who you are expected to be.""",not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context
151,151,151,151,151,151,151,151,151,151,151,151,151,./sample_300_merged_balanced/usa_today_images_0652_023.jpg,Former congresswoman Gabrielle Giffords waves to people in the crowd before the beginning of the 2016 Democratic National Convention,True,not out of context,https://i.imgur.com/ZiWuBSx.jpeg,,,,,,,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,not out of context,out of context,out of context,out of context,,,,,,not out of context,not out of context,not out of context,not out of context.,out of context,not out of context,not out of context,not out of context,not out of context,out of context
